Id;Vehiculo;Fecha;Tag;Tipo Residuo;Tipo Contenedor;Frecuencia RSU;Municipio;Poligono;Ruta;Peso;
107572;1541CLM;18/01/2019 08:42:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;17;69,00;
107563;1541CLM;18/01/2019 08:21:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;17;14,00;
107542;1541CLM;17/01/2019 08:48:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;16;22,00;
107535;1541CLM;17/01/2019 08:26:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;16;14,00;
107512;1541CLM;16/01/2019 08:46:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;15;62,00;
110183;1541CLM;16/01/2019 08:26:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;15;23,00;
109900;1541CLM;15/01/2019 08:39:59;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;14;23,00;
109747;1541CLM;14/01/2019 08:46:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;13;34,00;
109435;1541CLM;14/01/2019 08:24:59;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;13;30,00;
105099;7501JXG;11/01/2019 16:18:59;ZAMIO;Organico;ct org 1100;2;ZAMUDIO;TORRELARRAGOITI;24;202,00;
105098;7501JXG;11/01/2019 16:18:00;ZAMIO;Organico;ct org 1100;2;ZAMUDIO;TORRELARRAGOITI;24;326,00;
103918;2618JYP;11/01/2019 09:42:59;ZAMUO;Organico;ct org 1100;4;ZAMUDIO;AREA URBANA;24;14,00;
105635;1541CLM;11/01/2019 08:21:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;17;18,00;
105618;1541CLM;11/01/2019 08:01:59;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;17;12,00;
105418;1541CLM;10/01/2019 08:37:59;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;16;10,00;
105402;1541CLM;10/01/2019 08:17:59;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;16;13,00;
105288;1541CLM;09/01/2019 08:46:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;15;34,00;
